Timestamp,Event,Event Data
10:22:54.249 PM 10/6/2020,Start Shutdown Purge,7.23 
10:22:54.349 PM 10/6/2020,Start Shutdown Purge,7.33 
10:22:54.449 PM 10/6/2020,Start Shutdown Purge,7.43 
10:22:54.549 PM 10/6/2020,Start Shutdown Purge,7.53 
10:22:54.648 PM 10/6/2020,Start Shutdown Purge,7.63 
10:22:54.749 PM 10/6/2020,Start Shutdown Purge,7.73 
10:22:54.849 PM 10/6/2020,Start Shutdown Purge,7.83 
10:22:54.949 PM 10/6/2020,Start Shutdown Purge,7.93 
10:22:55.050 PM 10/6/2020,Start Shutdown Purge,8.03 
10:22:55.151 PM 10/6/2020,Start Shutdown Purge,8.13 
10:22:55.251 PM 10/6/2020,Start Shutdown Purge,8.23 
10:22:55.350 PM 10/6/2020,Start Shutdown Purge,8.33 
10:22:55.451 PM 10/6/2020,Start Shutdown Purge,8.43 
10:22:55.551 PM 10/6/2020,Start Shutdown Purge,8.53 
10:22:55.651 PM 10/6/2020,Start Shutdown Purge,8.63 
10:22:55.750 PM 10/6/2020,Start Shutdown Purge,8.73 
10:22:55.852 PM 10/6/2020,Start Shutdown Purge,8.83 
10:22:55.952 PM 10/6/2020,Start Shutdown Purge,8.93 
10:22:56.052 PM 10/6/2020,Start Shutdown Purge,9.03 
10:22:56.152 PM 10/6/2020,Start Shutdown Purge,9.13 
10:22:56.253 PM 10/6/2020,Start Shutdown Purge,9.23 
10:22:56.353 PM 10/6/2020,Start Shutdown Purge,9.33 
10:22:56.452 PM 10/6/2020,Start Shutdown Purge,9.43 
10:22:56.553 PM 10/6/2020,Start Shutdown Purge,9.53 
10:22:56.653 PM 10/6/2020,Start Shutdown Purge,9.63 
10:22:56.753 PM 10/6/2020,Start Shutdown Purge,9.73 
10:22:56.854 PM 10/6/2020,Start Shutdown Purge,9.83 
10:22:56.954 PM 10/6/2020,Start Shutdown Purge,9.93 
10:22:57.054 PM 10/6/2020,Start Shutdown Purge,10.03 
10:22:57.154 PM 10/6/2020,Boiler Initialized,0 
