#                             t                            ox                            oy                            oz
                   15.70000000            -18902047.62467899             -7988476.56575387             14510393.46283440
                   15.71000000            -18723710.27693914             -8397966.16520055             14510393.46283440
                   15.72000000            -18536503.09085420             -8803477.46113662             14510393.46283440
                   15.73000000            -18340514.75063544             -9204818.35383458             14510393.46283440
                   15.74000000            -18135838.10032230             -9601798.71917976             14510393.46283440
                   15.75000000            -17922570.09980013             -9994230.49873639             14510393.46283440
                   15.76000000            -17700811.77886810            -10381927.78883502             14510393.46283440
                   15.77000000            -17470668.18937916            -10764706.92863925             14510393.46283440
                   15.78000000            -17232248.35547462            -11142386.58714995             14510393.46283440
                   15.79000000            -16985665.22193702            -11514787.84910580             14510393.46283440
                   15.80000000            -16731035.60068562            -11881734.29973941             14510393.46283440
                   15.81000000            -16468480.11544004            -12243052.10834895             14510393.46283440
                   15.82000000            -16198123.14457811            -12598570.11064561             14510393.46283440
                   15.83000000            -15920092.76221503            -12948119.88983792             14510393.46283440
                   15.84000000            -15634520.67753188            -13291535.85641457             14510393.46283440
                   15.85000000            -15341542.17238196            -13628655.32658781             14510393.46283440
                   15.86000000            -15041296.03720483            -13959318.59936038             14510393.46283440
                   15.87000000            -14733924.50527819            -14283369.03217947             14510393.46283440
                   15.88000000            -14419573.18533875            -14600653.11514175             14510393.46283440
                   15.89000000            -14098390.99260421            -14911020.54371443             14510393.46283440
                   15.90000000            -13770530.07822873            -15214324.28993786             14510393.46283440
                   15.91000000            -13436145.75722561            -15510420.67207597             14510393.46283440
                   15.92000000            -13095396.43489107            -15799169.42268150             14510393.46283440
                   15.93000000            -12748443.53176413            -16080433.75504377             14510393.46283440
                   15.94000000            -12395451.40715814            -16354080.42798767             14510393.46283440
                   15.95000000            -12036587.28130010            -16619979.80899288             14510393.46283440
                   15.96000000            -11672021.15611468            -16878005.93560376             14510393.46283440
                   15.97000000            -11301925.73469059            -17128036.57510052             14510393.46283440
                   15.98000000            -10926476.33946725            -17369953.28240359             14510393.46283440
                   15.99000000            -10545850.82918062            -17603641.45618371             14510393.46283440
                   16.00000000            -10160229.51460761            -17828990.39315109             14510393.46283440
                   16.01000000             -9769795.07314881            -18045893.34049807             14510393.46283440
                   16.02000000             -9374732.46229018            -18254247.54647028             14510393.46283440
                   16.03000000             -8975228.83198451            -18453954.30904244             14510393.46283440
                   16.04000000             -8571473.43599438            -18644919.02267566             14510393.46283440
                   16.05000000             -8163657.54223842            -18827051.22313428             14510393.46283440
                   16.06000000             -7751974.34218342            -19000264.63034071             14510393.46283440
                   16.07000000             -7336618.85932529            -19164477.18924827             14510393.46283440
                   16.08000000             -6917787.85680199            -19319611.10871246             14510393.46283440
                   16.09000000             -6495679.74418256            -19465592.89834238             14510393.46283440
                   16.10000000             -6070494.48347602            -19602353.40331478             14510393.46283440
                   16.11000000             -5642433.49440492            -19729827.83713419             14510393.46283440
                   16.12000000             -5211699.55898837            -19847955.81232375             14510393.46283440
                   16.13000000             -4778496.72547967            -19956681.36903213             14510393.46283440
                   16.14000000             -4343030.21170408            -20055953.00154290             14510393.46283440
                   16.15000000             -3905506.30784260            -20145723.68267399             14510393.46283440
                   16.16000000             -3466132.27870772            -20225950.88605549             14510393.46283440
                   16.17000000             -3025116.26555745            -20296596.60627531             14510393.46283440
                   16.18000000             -2582667.18749417            -20357627.37688323             14510393.46283440
                   16.19000000             -2138994.64249502            -20409014.28624471             14510393.46283440
                   16.20000000             -1694308.80812065            -20450732.99123692             14510393.46283440
                   16.21000000             -1248820.34194946            -20482763.72878066             14510393.46283440
                   16.22000000              -802740.28178437            -20505091.32520258             14510393.46283440
                   16.23000000              -356279.94567958            -20517705.20342327             14510393.46283440
                   16.24000000                90349.16816556            -20520599.38796783             14510393.46283440
                   16.25000000               536935.48159792            -20513772.50779664             14510393.46283440
                   16.26000000               983267.43673989            -20497227.79695482             14510393.46283440
                   16.27000000              1429133.59620901            -20470973.09304018             14510393.46283440
                   16.28000000              1874322.74328064            -20435020.83349042             14510393.46283440
                   16.29000000              2318623.98194596            -20389388.04969119             14510393.46283440
                   16.30000000              2761826.83681813            -20334096.35890797             14510393.46283440
                   16.31000000              3203721.35283916            -20269171.95404548             14510393.46283440
                   16.32000000              3644098.19474032            -20194645.59123952             14510393.46283440
                   16.33000000              4082748.74620886            -20110552.57528713             14510393.46283440
                   16.34000000              4519465.20871426            -20016932.74292186             14510393.46283440
                   16.35000000              4954040.69994698            -19913830.44394229             14510393.46283440
                   16.36000000              5386269.35182325            -19801294.52020251             14510393.46283440
                   16.37000000              5815946.40800932            -19679378.28247463             14510393.46283440
                   16.38000000              6242868.32091913            -19548139.48519432             14510393.46283440
                   16.39000000              6666832.84813931            -19407640.29910122             14510393.46283440
                   16.40000000              7087639.14823594            -19257947.28178729             14510393.46283440
                   16.41000000              7505087.87589757            -19099131.34616699             14510393.46283440
                   16.42000000              7918981.27636958            -18931267.72688426             14510393.46283440
                   16.43000000              8329123.27913494            -18754435.94467219             14510393.46283440
                   16.44000000              8735319.59079725            -18568719.76868227             14510393.46283440
                   16.45000000              9137377.78712181            -18374207.17680110             14510393.46283440
                   16.46000000              9535107.40419127            -18170990.31397329             14510393.46283440
                   16.47000000              9928320.02863262            -17959165.44855035             14510393.46283440
                   16.48000000             10316829.38687282            -17738832.92668625             14510393.46283440
                   16.49000000             10700451.43338070            -17510097.12480116             14510393.46283440
                   16.50000000             11079004.43785348            -17273066.40013608             14510393.46283440
                   16.51000000             11452309.07130640            -17027853.03942157             14510393.46283440
                   16.52000000             11820188.49102490            -16774573.20568503             14510393.46283440
                   16.53000000             12182468.42433891            -16513346.88322168             14510393.46283440
                   16.54000000             12538977.25117974            -16244297.82075534             14510393.46283440
                   16.55000000             12889546.08538029            -15967553.47281592             14510393.46283440
                   16.56000000             13234008.85468018            -15683244.93936134             14510393.46283440
                   16.57000000             13572202.37939792            -15391506.90367256             14510393.46283440
                   16.58000000             13903966.44973272            -15092477.56855115             14510393.46283440
                   16.59000000             14229143.90165944            -14786298.59084953             14510393.46283440
                   16.60000000             14547580.69138072            -14473115.01436494             14510393.46283440
                   16.61000000             14859125.96830091            -14153075.20112900             14510393.46283440
                   16.62000000             15163632.14648740            -13826330.76112529             14510393.46283440
                   16.63000000             15460954.97458532            -13493036.48046833             14510393.46283440
                   16.64000000             15750953.60415265            -13153350.24807796             14510393.46283440
                   16.65000000             16033490.65638325            -12807432.98088384             14510393.46283440
                   16.66000000             16308432.28718624            -12455448.54759553             14510393.46283440
                   16.67000000             16575648.25059097            -12097563.69107420             14510393.46283440
                   16.68000000             16835011.96044740            -11733947.94934287             14510393.46283440
                   16.69000000             17086400.55039277            -11364773.57527243             14510393.46283440
                   16.70000000             17329694.93205617            -10990215.45498167             14510393.46283440
                   16.71000000             17564779.85147331            -10610451.02498977             14510393.46283440
                   16.72000000             17791543.94368492            -10225660.18816075             14510393.46283440
                   16.73000000             18009879.78549281             -9836025.22847940             14510393.46283440
                   16.74000000             18219683.94634858             -9441730.72469935             14510393.46283440
                   16.75000000             18420857.03735105             -9042963.46290399             14510393.46283440
                   16.76000000             18613303.75832892             -8639912.34802175             14510393.46283440
                   16.77000000             18796932.94298666             -8232768.31433760             14510393.46283440
                   16.78000000             18971657.60209195             -7821724.23504328             14510393.46283440
                   16.79000000             19137394.96468442             -7406974.83086895             14510393.46283440
                   16.80000000             19294066.51728616             -6988716.57783962             14510393.46283440
                   16.81000000             19441598.04109520             -6567147.61420014             14510393.46283440
                   16.82000000             19579919.64714471             -6142467.64655265             14510393.46283440
                   16.83000000             19708965.80941090             -5714877.85525114             14510393.46283440
                   16.84000000             19828675.39585416             -5284580.79909785             14510393.46283440
                   16.85000000             19938991.69737870             -4851780.31938664             14510393.46283440
                   16.86000000             20039862.45469686             -4416681.44333882             14510393.46283440
                   16.87000000             20131239.88308556             -3979490.28697723             14510393.46283440
                   16.88000000             20213080.69502292             -3540413.95748444             14510393.46283440
                   16.89000000             20285346.12069459             -3099660.45509152             14510393.46283440
                   16.90000000             20348001.92635981             -2657438.57454367             14510393.46283440
                   16.91000000             20401018.43056876             -2213957.80618950             14510393.46283440
                   16.92000000             20444370.51822325             -1769428.23674081             14510393.46283440
                   16.93000000             20478037.65247438             -1324060.44974980             14510393.46283440
                   16.94000000             20502003.88445123              -878065.42585100             14510393.46283440
                   16.95000000             20516257.86081625              -431654.44281502             14510393.46283440
                   16.96000000             20520792.82914355                14961.02453842             14510393.46283440
                   16.97000000             20515606.64111771               461569.40452086             14510393.46283440
                   16.98000000             20500701.75355145               907959.12880124             14510393.46283440
                   16.99000000             20476085.22722181              1353918.73263061             14510393.46283440
                   17.00000000             20441768.72352528              1799236.95501763             14510393.46283440
                   17.01000000             20397768.49895356              2243702.83880764             14510393.46283440
                   17.02000000             20344105.39739249              2687105.83061774             14510393.46283440
                   17.03000000             20280804.84024781              3129235.88058062             14510393.46283440
                   17.04000000             20207896.81440252              3569883.54184986             14510393.46283440
                   17.05000000             20125415.85801142              4008840.06981958             14510393.46283440
                   17.06000000             20033401.04413955              4445897.52101135             14510393.46283440
                   17.07000000             19931895.96225252              4880848.85158172             14510393.46283440
                   17.08000000             19820948.69756710              5313488.01540344             14510393.46283440
                   17.09000000             19700611.80827227              5743610.06167413             14510393.46283440
                   17.10000000             19570942.30063118              6171011.23200601             14510393.46283440
                   17.11000000             19432001.60197604              6595489.05695081             14510393.46283440
                   17.12000000             19283855.53160862              7016842.45191405             14510393.46283440
                   17.13000000             19126574.26962018              7434871.81241326             14510393.46283440
                   17.14000000             18960232.32364558              7849379.10863512             14510393.46283440
                   17.15000000             18784908.49356740              8260167.97924652             14510393.46283440
                   17.16000000             18600685.83418665              8667043.82441536             14510393.46283440
                   17.17000000             18407651.61587786              9069813.89799680             14510393.46283440
                   17.18000000             18205897.28324717              9468287.39884138             14510393.46283440
                   17.19000000             17995518.41181298              9862275.56118178             14510393.46283440
                   17.20000000             17776614.66272970             10251591.74405540             14510393.46283440
                   17.21000000             17549289.73557606             10636051.51972029             14510393.46283440
                   17.22000000             17313651.31923028             11015472.76102270             14510393.46283440
                   17.23000000             17069811.04085549             11389675.72767478             14510393.46283440
                   17.24000000             16817884.41301939             11758483.15140152             14510393.46283440
                   17.25000000             16557990.77897347             12121720.31991671             14510393.46283440
                   17.26000000             16290253.25611738             12479215.15968802             14510393.46283440
                   17.27000000             16014798.67767552             12830798.31745208             14510393.46283440
                   17.28000000             15731757.53261326             13176303.24044088             14510393.46283440
                   17.29000000             15441263.90382151             13515566.25528150             14510393.46283440
                   17.30000000             15143455.40459858             13848426.64553188             14510393.46283440
                   17.31000000             14838473.11345973             14174726.72781575             14510393.46283440
                   17.32000000             14526461.50730516             14494311.92652074             14510393.46283440
                   17.33000000             14207568.39297803             14807030.84702431             14510393.46283440
                   17.34000000             13881944.83724515             15112735.34741275             14510393.46283440
                   17.35000000             13549745.09523319             15411280.60865930             14510393.46283440
                   17.36000000             13211126.53735469             15702525.20322814             14510393.46283440
                   17.37000000             12866249.57475812             15986331.16207177             14510393.46283440
                   17.38000000             12515277.58333758             16262564.03999002             14510393.46283440
                   17.39000000             12158376.82633801             16531092.97931973             14510393.46283440
                   17.40000000             11795716.37559256             16791790.77192491             14510393.46283440
                   17.41000000             11427468.03142954             17044533.91945815             14510393.46283440
                   17.42000000             11053806.24128674             17289202.69186442             14510393.46283440
                   17.43000000             10674908.01707181             17525681.18409997             14510393.46283440
                   17.44000000             10290952.85130780             17753857.37103906             14510393.46283440
                   17.45000000              9902122.63210352             17973623.16054277             14510393.46283440
                   17.46000000              9508601.55698913             18184874.44466467             14510393.46283440
                   17.47000000              9110576.04565763             18387511.14896907             14510393.46283440
                   17.48000000              8708234.65165376             18581437.27993848             14510393.46283440
                   17.49000000              8301767.97305190             18766560.97044791             14510393.46283440
                   17.50000000              7891368.56216561             18942794.52328434             14510393.46283440
                   17.51000000              7477230.83433128             19110054.45269089             14510393.46283440
                   17.52000000              7059550.97580922             19268261.52391581             14510393.46283440
                   17.53000000              6638526.85084593             19417340.79074782             14510393.46283440
                   17.54000000              6214357.90794133             19557221.63101975             14510393.46283440
                   17.55000000              5787245.08536563             19687837.78006385             14510393.46283440
                   17.56000000              5357390.71597036             19809127.36210283             14510393.46283440
                   17.57000000              4924998.43133881             19921032.91956180             14510393.46283440
                   17.58000000              4490273.06532119             20023501.44028720             14510393.46283440
                   17.59000000              4053420.55700032             20116484.38265986             14510393.46283440
                   17.60000000              3614647.85313367             20199937.69859019             14510393.46283440
                   17.61000000              3174162.81011809             20273821.85438479             14510393.46283440
                   17.62000000              2732174.09552358             20338101.84947443             14510393.46283440
                   17.63000000              2288891.08924287             20392747.23299458             14510393.46283440
                   17.64000000              1844523.78430344             20437732.11821069             14510393.46283440
                   17.65000000              1399282.68738920             20473035.19478128             14510393.46283440
                   17.66000000               953378.71911877             20498639.73885316             14510393.46283440
                   17.67000000               507023.11412767             20514533.62098385             14510393.46283440
                   17.68000000                60427.32100180             20520709.31188762             14510393.46283440
                   17.69000000              -386197.09789047             20517163.88600222             14510393.46283440
                   17.70000000              -832638.56662011             20503899.02287484             14510393.46283440
                   17.71000000             -1278685.59592567             20480921.00636642             14510393.46283440
                   17.72000000             -1724126.88340042             20448240.72167490             14510393.46283440
                   17.73000000             -2168751.41359102             20405873.65017859             14510393.46283440
                   17.74000000             -2612348.55796025             20353839.86210236             14510393.46283440
                   17.75000000             -3054708.17466640             20292164.00700990             14510393.46283440
                   17.76000000             -3495620.70811218             20220875.30212670             14510393.46283440
                   17.77000000             -3934877.28821585             20140007.51849913             14510393.46283440
                   17.78000000             -4372269.82935763             20049598.96499642             14510393.46283440
                   17.79000000             -4807591.12895449             19949692.47016286             14510393.46283440
                   17.80000000             -5240634.96561660             19840335.36192898             14510393.46283440
                   17.81000000             -5671196.19683907             19721579.44519123             14510393.46283440
                   17.82000000             -6099070.85618243             19593480.97727087             14510393.46283440
                   17.83000000             -6524056.24989612             19456100.64126363             14510393.46283440
                   17.84000000             -6945951.05293902             19309503.51729275             14510393.46283440
                   17.85000000             -7364555.40435163             19153759.05167910             14510393.46283440
                   17.86000000             -7779671.00193461             18988941.02404291             14510393.46283440
                   17.87000000             -8191101.19618898             18815127.51235271             14510393.46283440
                   17.88000000             -8598651.08347333             18632400.85593806             14510393.46283440
                   17.89000000             -9002127.59833408             18440847.61648360             14510393.46283440
                   17.90000000             -9401339.60496480             18240558.53702280             14510393.46283440
                   17.91000000             -9796097.98775156             18031628.49895103             14510393.46283440
                   17.92000000            -10186215.74086116             17814156.47707810             14510393.46283440
                   17.93000000            -10571508.05683002             17588245.49274167             14510393.46283440
                   17.94000000            -10951792.41411149             17354002.56500378             14510393.46283440
                   17.95000000            -11326888.66354047             17111538.65995353             14510393.46283440
                   17.96000000            -11696619.11367403             16860968.63813996             14510393.46283440
                   17.97000000            -12060808.61496779             16602411.20016008             14510393.46283440
                   17.98000000            -12419284.64274820             16335988.83042772             14510393.46283440
                   17.99000000            -12771877.37894126             16061827.73914996             14510393.46283440
                   18.00000000            -13118419.79251921             15780057.80253853             14510393.46283440
                   18.01000000            -13458747.71862674             15490812.50128458             14510393.46283440
                   18.02000000            -13792699.93634961             15194228.85732589             14510393.46283440
                   18.03000000            -14120118.24508858             14890447.36893651             14510393.46283440
                   18.04000000            -14440847.53950251             14579611.94416964             14510393.46283440
                   18.05000000            -14754735.88298526             14261869.83268517             14510393.46283440
                   18.06000000            -15061634.57964142             13937371.55599419             14510393.46283440
                   18.07000000            -15361398.24472688             13606270.83615368             14510393.46283440
                   18.08000000            -15653884.87352080             13268724.52294489             14510393.46283440
                   18.09000000            -15938955.90859642             12924892.51957013             14510393.46283440
                   18.10000000            -16216476.30545879             12574937.70690307             14510393.46283440
                   18.11000000            -16486314.59651836             12219025.86632841             14510393.46283440
                   18.12000000            -16748342.95337012             11857325.60120759             14510393.46283440
                   18.13000000            -17002437.24734870             11490008.25700761             14510393.46283440
                   18.14000000            -17248477.10833098             11117247.84013085             14510393.46283440
                   18.15000000            -17486345.98175798             10739220.93548439             14510393.46283440
                   18.16000000            -17715931.18384948             10356106.62282780             14510393.46283440
                   18.17000000            -17937123.95498469              9968086.39193906             14510393.46283440
                   18.18000000            -18149819.51122424              9575344.05663883             14510393.46283440
                   18.19000000            -18353917.09394856              9178065.66771373             14510393.46283440
                   18.20000000            -18549320.01758956              8776439.42477996             14510393.46283440
                   18.21000000            -18735935.71543268              8370655.58712896             14510393.46283440
                   18.22000000            -18913675.78346781              7960906.38359731             14510393.46283440
                   18.23000000            -19082456.02226829              7547385.92150370             14510393.46283440
                   18.24000000            -19242196.47687797              7130290.09469593             14510393.46283440
                   18.25000000            -19392821.47468771              6709816.49075166             14510393.46283440
                   18.26000000            -19534259.66128320              6286164.29737676             14510393.46283440
                   18.27000000            -19666444.03424703              5859534.20804569             14510393.46283440
                   18.28000000            -19789311.97489936              5430128.32692849             14510393.46283440
                   18.29000000            -19902805.27796169              4998150.07314956             14510393.46283440
                   18.30000000            -20006870.17913003              4563804.08442350             14510393.46283440
                   18.31000000            -20101457.38054423              4127296.12011364             14510393.46283440
                   18.32000000            -20186522.07414150              3688832.96375930             14510393.46283440
                   18.33000000            -20262023.96288298              3248622.32511777             14510393.46283440
                   18.34000000            -20327927.27984331              2806872.74176761             14510393.46283440
                   18.35000000            -20384200.80515427              2363793.48031973             14510393.46283440
                   18.36000000            -20430817.88079429              1919594.43728316             14510393.46283440
                   18.37000000            -20467756.42321697              1474486.03963240             14510393.46283440
                   18.38000000            -20494998.93381253              1028679.14512348             14510393.46283440
                   18.39000000            -20512532.50719729               582384.94240591             14510393.46283440
                   18.40000000            -20520348.83732728               135814.85097798             14510393.46283440
                   18.41000000            -20518444.22143291              -310819.57896742             14510393.46283440
                   18.42000000            -20506819.56177317              -757306.76675880             14510393.46283440
                   18.43000000            -20485480.36520810             -1203435.20147657             14510393.46283440
                   18.44000000            -20454436.74059014             -1648993.54215044             14510393.46283440
                   18.45000000            -20413703.39397532             -2093770.71787637             14510393.46283440
                   18.46000000            -20363299.62165665             -2537556.02780554             14510393.46283440
                   18.47000000            -20303249.30102308             -2980139.24095805             14510393.46283440
                   18.48000000            -20233580.87924823             -3421310.69581397             14510393.46283440
                   18.49000000            -20154327.35981430             -3860861.39963475             14510393.46283440
                   18.50000000            -20065526.28687764             -4298583.12746763             14510393.46283440
                   18.51000000            -19967219.72748322             -4734268.52078652             14510393.46283440
                   18.52000000            -19859454.25163652             -5167711.18572233             14510393.46283440
                   18.53000000            -19742280.91024231             -5598705.79083629             14510393.46283440
                   18.54000000            -19615755.21092068             -6027048.16439009             14510393.46283440
                   18.55000000            -19479937.09171187             -6452535.39106653             14510393.46283440
                   18.56000000            -19334890.89268224             -6874965.90809507             14510393.46283440
                   18.57000000            -19180685.32544501             -7294139.60073654             14510393.46283440
                   18.58000000            -19017393.44060997             -7709857.89708200             14510393.46283440
                   18.59000000            -18845092.59317784             -8121923.86212064             14510393.46283440
                   18.60000000            -18663864.40589546             -8530142.29103229             14510393.46283440
                   18.61000000            -18473794.73058926             -8934319.80166031             14510393.46283440
                   18.62000000            -18274973.60749539             -9334264.92612099             14510393.46283440
                   18.63000000            -18067495.22260558             -9729788.20150613             14510393.46283440
                   18.64000000            -17851457.86304923            -10120702.25963592             14510393.46283440
                   18.65000000            -17626963.87053251            -10506821.91581933             14510393.46283440
                   18.66000000            -17394119.59285692            -10887964.25658026             14510393.46283440
                   18.67000000            -17153035.33353986            -11263948.72630773             14510393.46283440
                   18.68000000            -16903825.29956150            -11634597.21278907             14510393.46283440
                   18.69000000            -16646607.54726233            -11999734.13158566             14510393.46283440
                   18.70000000            -16381503.92641724            -12359186.50921118             14510393.46283440
                   18.71000000            -16108640.02251262            -12712784.06507300             14510393.46283440
                   18.72000000            -15828145.09725367            -13060359.29213787             14510393.46283440
                   18.73000000            -15540152.02733027            -13401747.53628379             14510393.46283440
                   18.74000000            -15244797.24147035            -13736787.07430023             14510393.46283440
                   18.75000000            -14942220.65581052            -14065319.19050014             14510393.46283440
                   18.76000000            -14632565.60761475            -14387188.25190698             14510393.46283440
                   18.77000000            -14315978.78737225            -14702241.78198162             14510393.46283440
                   18.78000000            -13992610.16930696            -15010330.53285384             14510393.46283440
                   18.79000000            -13662612.94033140            -15311308.55602433             14510393.46283440
                   18.80000000            -13326143.42747864            -15605033.27150380             14510393.46283440
                   18.81000000            -12983361.02384671            -15891365.53535628             14510393.46283440
                   18.82000000            -12634428.11309048            -16170169.70561467             14510393.46283440
                   18.83000000            -12279509.99249700            -16441313.70653738             14510393.46283440
                   18.84000000            -11918774.79468042            -16704669.09117557             14510393.46283440
                   18.85000000            -11552393.40793389            -16960111.10222128             14510393.46283440
                   18.86000000            -11180539.39527589            -17207518.73110780             14510393.46283440
                   18.87000000            -10803388.91222966            -17446774.77533408             14510393.46283440
                   18.88000000            -10421120.62337435            -17677765.89398616             14510393.46283440
                   18.89000000            -10033915.61770762            -17900382.66142933             14510393.46283440
                   18.90000000             -9641957.32285980            -18114519.61914544             14510393.46283440
                   18.91000000             -9245431.41820010            -18320075.32569098             14510393.46283440
                   18.92000000             -8844525.74687618            -18516952.40475212             14510393.46283440
                   18.93000000             -8439430.22682865            -18705057.59127409             14510393.46283440
                   18.94000000             -8030336.76082274            -18884301.77564282             14510393.46283440
                   18.95000000             -7617439.14553965            -19054600.04589826             14510393.46283440
                   18.96000000             -7200932.97977081            -19215871.72795898             14510393.46283440
                   18.97000000             -6781015.57175831            -19368040.42383931             14510393.46283440
                   18.98000000             -6357885.84572562            -19511034.04784078             14510393.46283440
                   18.99000000             -5931744.24764280            -19644784.86070070             14510393.46283440
                   19.00000000             -5502792.65027070            -19769229.50168174             14510393.46283440
                   19.01000000             -5071234.25752940            -19884309.01858738             14510393.46283440
                   19.02000000             -4637273.50823599            -19989968.89568881             14510393.46283440
                   19.03000000             -4201115.97925731            -20086159.07955028             14510393.46283440
                   19.04000000             -3762968.28812365            -20172834.00274055             14510393.46283440
                   19.05000000             -3323037.99514940            -20249952.60541914             14510393.46283440
                   19.06000000             -2881533.50510714            -20317478.35478731             14510393.46283440
                   19.07000000             -2438663.96850163            -20375379.26239451             14510393.46283440
                   19.08000000             -1994639.18249058            -20423627.89929193             14510393.46283440
                   19.09000000             -1549669.49149905            -20462201.40902629             14510393.46283440
                   19.10000000             -1103965.68757462            -20491081.51846741             14510393.46283440
                   19.11000000              -657738.91053053            -20510254.54646458             14510393.46283440
                   19.12000000              -211200.54792401            -20519711.41032767             14510393.46283440
                   19.13000000               235437.86508271            -20519447.63012978             14510393.46283440
                   19.14000000               681964.74593126            -20509463.33082947             14510393.46283440
                   19.15000000              1128168.56489856            -20489763.24221157             14510393.46283440
                   19.16000000              1573837.94530314            -20460356.69664661             14510393.46283440
                   19.17000000              2018761.76363896            -20421257.62466982             14510393.46283440
                   19.18000000              2462729.24958933            -20372484.54838195             14510393.46283440
                   19.19000000              2905530.08587350            -20314060.57267494             14510393.46283440
                   19.20000000              3346954.50787866            -20246013.37428659             14510393.46283440
                   19.21000000              3786793.40303004            -20168375.18868952             14510393.46283440
                   19.22000000              4224838.40985226            -20081182.79482048             14510393.46283440
                   19.23000000              4660882.01667478            -19984477.49765735             14510393.46283440
                   19.24000000              5094717.65993478            -19878305.10865205             14510393.46283440
                   19.25000000              5526139.82203092            -19762715.92402865             14510393.46283440
                   19.26000000              5954944.12868164            -19637764.70095693             14510393.46283440
                   19.27000000              6380927.44574174            -19503510.63161265             14510393.46283440
                   19.28000000              6803887.97543161            -19360017.31513697             14510393.46283440
                   19.29000000              7223625.35193331            -19207352.72750805             14510393.46283440
                   19.30000000              7639940.73630828            -19045589.18933934             14510393.46283440
                   19.31000000              8052636.91069185            -18874803.33161975             14510393.46283440
                   19.32000000              8461518.37171963            -18695076.05941174             14510393.46283440
                   19.33000000              8866391.42314192            -18506492.51352488             14510393.46283440
                   19.34000000              9267064.26758184            -18309142.03018271             14510393.46283440
                   19.35000000              9663347.09739406            -18103118.09870220             14510393.46283440
                   19.36000000             10055052.18458091            -17888518.31720577             14510393.46283440
                   19.37000000             10441993.96972329            -17665444.34638689             14510393.46283440
                   19.38000000             10823989.14988432            -17434001.86135113             14510393.46283440
                   19.39000000             11200856.76544400            -17194300.50155555             14510393.46283440
                   19.40000000             11572418.28582384            -16946453.81887003             14510393.46283440
                   19.41000000             11938497.69406072            -16690579.22378518             14510393.46283440
